labels,sentence,kor_sentence
positive,"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009, up from EUR 37.3 mn in the corresponding period in 2008.","핀란드 금융 그룹 악티아는 2009년 1월부터 9월까지 44.4 mn의 영업이익을 보고했는데, 이는 2008년 같은 기간의 37.3 mn보다 증가한 수치이다."
positive,"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008, an increase of 11.2 % from a year earlier.","핀란드의 첨단 기술 제공업체 바하토 그룹은 2007년 9월부터 2008년 2월까지의 회계 기간 동안 41.8 mn의 순매출액을 보고했는데, 이는 전년 동기 대비 11.2% 증가한 수치이다."
positive,Net sales of Finnish food industry company L+Ænnen Tehtaat's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007.,핀란드 식품산업 회사인 L+에넨 테흐타트의 지속적인 영업은 2007년 309.6 mn에서 2008년 349.1 mn으로 13% 증가했다.
positive,An individual promotion also generated slightly higher-than-expected revenues.,개인 프로모션도 예상보다 약간 높은 수익을 창출했다.
positive,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement.,바이오히트는 이미 많은 기존 제네시스 고객들에게 서비스를 제공하고 있으며 이번 계약으로 고객층이 확대될 것으로 예상된다.
positive,"Both operating profit and turnover for the three-month period increased, respectively from EUR0 .9 m and EUR8 .3 m, as compared to the corresponding period in 2005.",3개월간의 영업이익과 매출액은 2005년 같은 기간에 비해 각각 0.9M 유로와 8.3M 유로로 증가하였다.
positive,Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008.,"발행부수는 핀란드에서 5%, 스웨덴에서 4% 증가했다."
positive,Clothing chain Sepp+Æl+Æ's net sales increased by 7.0 % to EUR 30.8 mn.,의류 체인 셉+엘+엘+엘의 순매출은 7.0% 증가한 30.8유로였다.
positive,Construction volumes meanwhile grow at a rate of 10-15 percent annually.,한편 건설 물량은 매년 10~15%씩 증가하고 있다.
positive,Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008.,핀란드와 스웨덴 건설 시장은 2008년에도 여전히 연간 4%의 성장률을 보이고 있다.
positive,"However, Biohit estimates its total net sales will continue to grow in 2009, and that favourable trends in net sales will lead to a profit in 2009.",다만 바이오히트는 총 순매출액이 2009년에도 계속 증가할 것이며 순매출 호조세가 2009년에도 이익으로 이어질 것으로 전망했다.
positive,"In 2009, Fiskars' cash flow from operating activities amounted to EUR121m, up from EUR97m in the previous year.",2009년 Fiskars의 영업활동 현금흐름은 121만 유로로 전년도의 97만 유로에서 증가하였다.
positive,"In Lithuania, operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005.",리투아니아에서는 2005년 같은 기간의 7만 유로에서 19만 유로로 영업이익이 증가했다.
positive,"In the fourth quarter of 2008, net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007.","2008년 4분기 순매출은 2007년 4분기 1,027.0mn에서 1,050.7mn으로 2% 증가했다."
positive,"International sales rose by 59.8 % to EUR 1,244.4 mn.","해외 판매는 59.8% 증가하여 1,244.4 mn을 기록했다."
neutral,Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005.,칼마르 에스파나는 2005년에 약 11.3 mln 유로 $14.8 mln의 순매출을 기록했다.
positive,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006.,순매출액은 이 기간 동안 585억 2천만 달러까지 증가했습니다.2006년 x20ac 4억100만 달러에서 100만 달러.
positive,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier.,2010년 4~6월 순매출액은 전년 동월 438만 유로에서 655만 유로로 증가했다.
positive,"Net sales rose by 25.5 % year-on-year to EUR59 .6 m, as the number of chargers delivered went up by 41 % to 65.9 million pieces.",인도된 충전기 수가 6590만대로 41% 증가하면서 순매출액은 전년 대비 25.5% 증가한 59.6m를 기록했다.
positive,"Net sales totaled EUR 93.6 mn, up from EUR 93.2 mn in the corresponding period in 2005.",순매출액은 2005년 같은 기간의 93.2 mn보다 증가한 총 93.6 mn이다.
positive,"Nokia also noted the average selling price of handsets declined during the period, though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter.",노키아도 휴대전화 수익률이 1년 전 분기 13%에서 22% 이상으로 상승했음에도 불구하고 이 기간 동안 단말기 평균 판매가격이 하락했다고 지적했다.
positive,Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn.,영업이익은 EUR 3.4 mn에서 EUR 8.3 mn으로 145.1% 증가했습니다.
positive,Operating profit margin increased from 11.2 % to 11.7 %.,영업이익률은 11.2%에서 11.7%로 증가했다.
positive,Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009.,영업이익은 2009년 해당 기간의 1.22 mn에서 3.11 mn으로 증가하였습니다.
positive,Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008.,영업이익은 2008년 4분기 2.8 mn에서 500만 유로로 증가했다.
positive,"Operating profit was EUR 24.5 mn, up from EUR 23.0 mn.",영업이익은 EUR 23.0mn에서 24.5mn으로 증가했다.
positive,"Ramirent's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million, a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year.",라미렌트의 2분기 순매출액은 1억2870만 유로로 지난해 2억2460만 유로에 비해 3.3% 증가했다.
positive,"Revenue grew by 2 percent to  x20ac 580 million $ 743 million, from  x20ac 569 million.",수익은 2퍼센트 증가한 7억 4300만 달러를 기록했다.
positive,Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland.,루키는 2010년 9월 노르웨이의 아케르 솔루션스와 핀란드 칼라요키에서 24개의 흡입 앵커를 공급하기로 계약을 체결했다고 발표했다.
positive,"Ruukki's delivery volumes and selling prices showed favourable development and the company's comparable net sales grew by 50 % year-on-year to EUR647m, CEO Sakari Tamminen said.","사카리 탐미넨 CEO는 ""루키의 납품량과 판매가격이 양호한 발전세를 보였으며 동사의 동급 순매출액이 전년 대비 50% 성장한 유로647m""이라고 말했다."
positive,Sanoma Magazines' net sales are estimated to grow in 2006.,사노마 잡지의 순매출은 2006년에 증가할 것으로 추정된다.
positive,The bank forecasts Finland's GDP will grow by 2 % in 2010 and in 2011.,이 은행은 핀란드의 GDP가 2010년과 2011년에 2% 성장할 것으로 예측했다.
positive,"The circuit's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day, with volumes in excess of 50,000 tonnes per day being reached on individual days.","주간 기준으로 서킷의 전체 생산량은 현재 하루 평균 40,000톤을 초과하고 있으며, 하루에 50,000톤을 초과하는 양에 도달하고 있다."
positive,"The company's consolidated operating profit amounted to EUR 15.86 mn, up from EUR 4.14 mn year-on-year.",이 회사의 연결 영업이익은 15.86만 유로로 전년 대비 4.14만 유로에서 증가하였다.
positive,The Department Store Division reported an increase in sales of 4 per cent.,백화점 부서는 매출이 4% 증가했다고 보고했다.
positive,The fair value of the company's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago.,이 회사의 투자부동산 공정가치는 1년 전 269만1000유로에서 2009년 3월 말 28억3000만유로까지 성장했다.
positive,"The last quarter was the best quarter of 2009 in net sales, and the operating margin rose to 12.2 %.","지난 분기는 순매출액 기준으로 2009년 최고의 분기였으며, 영업이익률은 12.2%로 상승했습니다."
positive,"The major breweries increased their domestic beer sales by 4.5 per cent last year, to 256.88 million litres from 245.92 million litres in 2004.",주요 양조업체들은 지난해 국내 맥주 판매량을 2004년 2억4592만 리터에서 2억5688만 리터로 4.5% 늘렸다.
positive,"The transaction doubles Tecnomens workforse, and adds a fourth to their net sales.",이 거래는 테크노멘스의 노동력을 두 배로 늘리고 그들의 순매출에 4분의 1을 더 추가한다.
positive, Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million.," 영업이익은 26.9% 증가한 1억5,840만 유로였다."
positive,"`` After this purchase, Cramo will become the second largest rental services provider in the Latvian market.",`` 이번 인수로 크라모는 라트비아 시장에서 두 번째로 큰 렌털 서비스 업체가 된다.
positive,"`` The priority for 2009 was to strengthen the company's balance sheet and increase cash flow,'' CEO Hannu Krook said.","`` 2009년의 우선순위는 회사의 대차대조표를 강화하고 현금흐름을 늘리는 것이었습니다""라고 CEO 한누 크룩은 말했다."
positive,`` The purchase of the operations is part of YIT's strategy to expand its offering of building system services geographically.'',`` 사업부 구매는 빌딩 시스템 서비스를 지리적으로 확장하려는 YIT 전략의 일환이다.''
positive,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier.,2010년 10월 21일 - 핀란드 낚시 태클 회사인 라팔라 VMC Corp(HEL : RAP1V)는 2010년 첫 9개월 동안 순이익이 전년 동기 15.1만 유로에서 18.9만 유로로 증가했다고 발표했다.
neutral,"A structures BIM ( building information modeling ) software from Tekla, a model-based software provider, has been adopted for the construction management and delivery of a university project in Abu Dhabi.",모델 기반 소프트웨어 공급업체인 테클라의 구조 BIM(빌딩 정보 모델링) 소프트웨어가 아부다비의 대학 프로젝트의 건설 관리 및 전달을 위해 채택되었습니다.
positive,"According to Finnish Metso Minerals, the value of the company's orders has gone up to EUR 1.9 bn in 12 months.",핀란드 메소미네랄스에 따르면 12개월 만에 이 회사의 수주액이 1.9억 유로까지 올랐다.
positive,Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains.,핀란드 알다타솔루션은 프랑스 유통사 2곳에 G.O.L.D 시스템 공급 계약을 체결했다.
positive,Finnish Bank of +_land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008.,+_land 핀란드 은행은 영업 이익이 2008년 같은 기간의 6.1 mn에서 2009년 2분기에는 21.3 mn으로 증가했다고 보고했습니다.
positive,Finnish financial group Aktia's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008.,핀란드 금융그룹 악티아의 2009년 영업이익은 2008년 6.6 mn에서 47.0 mn으로 증가했다.
